English,Arabic,Description,URL
"subscript", "1 كتابة منخفضة ؛ 2 دليل [في] صفيفة","1- محرفٌ (أو أكثر) مطبوعٌ أدنى بقليلٍ من مستوى الخطّ القاعدي للنصّ المحيط به.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4561
"substrate", "ركيزة","مادةٌ داعمةٌ غيرُ فعّالة تُستخدَمُ في إجرائية التصنيع. في لوحات الدارات: القاعدةُ التي تُربَط إليها الخطوطُ (مناطق القصدير). وفي الأقراص والشرائط المغنطيسية: المادةُ التي تُصهَر عليها الجسيماتُ المغنطيسية.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4562
"substring", "متوالية [محارف] جزئية","مقطعٌ متسلسلٌ من متواليةِ محارف.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4563
"subtransaction", "مداولة فرعية","انظر: nested transaction.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4564
"subtree", "شجرة فرعية","أيُّ عقدةٍ داخلَ شجرةٍ مع ما يَتبعها من أيِّ نخبة من العُقد السليلة المربوطة بها.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4565
"suite", "طقم","مجموعةُ برامجَ تطبيقيةٍ تُباع كحزمة بسعرٍ أقل من سعرِ التطبيقات الإفرادية فيما لو بيعت منفصلة. فطَقْمُ عملٍ مكتبي مثلاً، يمكن أن يَضمَّ برنامجَ معالجة النصوص، ووريقات الجدولة spreadsheet، وبرنامج إدارة قواعد معطيات، وبرنامج اتصالات.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4566
"SunOS", "نظام تشغيل Sun","مختصر: Sun Operating System. ضربٌ من نظام تشغيل UNIX مستخدَمٌ على محطات العمل من Sun Microsystems.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4567
"super VAR", "بائع مُمَيَّز بقيمة مضافة","مختصر: super value-added reseller. بائعٌ ذو قيمةٍ مضافة كبيرة.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4568
"super VGA", "صفيفة بيانيات فيديوية مُمَيَّزة","انظر: SVGA.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4569
"super-large-scale integration", "تكاملٌ وَسِعُ النطاق","مختصره: SLSI. الكثافةُ التي تُحزَّم بها المكوّنات (الترانزستورات وعناصر أخرى) على دارةٍ متكاملة، وإجراء التوصيلات الدقيقة فيما بينها. تقع هذه الكثافةُ بوجهٍ عام بين 50000 و 100000 مكوّن دارة.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4570
"supercomputer", "حاسوب فائق","حاسوبٌ ضخمٌ، وسريعٌ جداً، وغالي الثمن يُستخدَمُ للحسابات المعقدة أو المتقدمة.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4571
"superconductor", "ناقل فائق","مادةٌ ليس لها مقاومةٌ لجريان الكهرباء.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4572
"superminicomputer", "حاسوب صغير فائق","انظر: computer.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4573
"superpipelininig", "تواردية فائقة","طريقةٌ للمعالجة القَبْلية تَستخدِمُها بعضُ المعالجات الصغرية، بحيث تُقسَم فيها عمليةُ التنفيذ على المعالج الصغري إلى مرحلتين أو أكثر من المراحل المتواردة (الجلْب، وفك الترميز، وتنفيذ التعليمات، وإعادة الكتابة) مؤديةً بذلك إلى زيادة في الأداء.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4574
"superscalar", "سلَّمي فائق","صفةٌ لبنيان معالج صغري يَسمح للمعالج الصغري بتنفيذ عدةِ تعليمات في دورة واحدة للميقاتية.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4575
"superscript", "كتابة مرتفعة","محرفٌ يُطبَعُ مرفوعاً قليلاً فوق النصِّ المحيط، ويُطبع عادةً بنمطٍ أصغر.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4576
"superserver", "مُخدّم فائق","مخدِّمُ شبكةٍ يتمتع بإمكاناتٍ عالية جداً على صعيد السرعة وتخزين المعطيات.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4577
"superuser", "مستخدم مُمَيَّز","حسابُ مستخدِمٍ في نظام UNIX لديه امتيازاتُ نفاذِ حساب الجذر (امتيازات غير مقيّدة)، يمتلكها عادةً قَيِّمُ النظام.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4578
"supervisor state", "حالة مشرف","أكثرُ الأنماطِ امتيازاً التي يمكِن أن تعملَ عليها المعالجاتُ الصغريةُ Motorola 680x0. كلُّ عمليةٍ من العمليات التي يستطيع المعالجُ الصغريُّ تنفيذَها يمكِن أن تُنفَّذ في حالة المشرف.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4579
"support", "دعم، مساندة","مساندةٌ، كالنصيحةِ الفنية المقدَّمة إلى الزبائن.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4580
"support", "يتقبَّل ؛ يدعم، يساند","يَعملُ مع برنامجٍ أو منتَجٍ آخر. فمثلاً، قد يَتقبَّل تطبيقٌ ما عمليةَ نقْل ملفاتٍ من برنامجٍ آخر.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4581
"surf", "يجول","يَتصفَّحُ جَمْعَاتٍ من المعلومات على إنترنت، والمجموعات الأخبارية، وبخاصة في Web. وكما هو الحال في الطَّوْف بين القنوات عند مشاهدة التلفاز، فإن المستخدِمين يركبون الموجةَ التي تثير اهتمامهم، فيقفزون من موضوعٍ إلى آخر، ومن موقعٍ إنترنت إلى آخر.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4582
"surface modeling", "نمذجة السطوح","طريقةُ إظهارٍ مستخدَمةٌ في بعض برامج التصميم بمعونة الحاسوب CAD تعطي التصميم الظاهر على الشاشة مظهر الصلابة.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4583
"surface-mount technology", "تقانة التثبيت السطحي","مختصره: SMT. طريقةُ تصنيعِ لوحاتِ داراتٍ مطبوعة تُثبَّتُ فيها الرقاقاتُ مباشرةً على سطح اللوحة عوضاً عن لَحْمِها في الثقوب المحفورة سلفاً المستخدَمة للتثبيت. من ميزات هذه الطريقة التراصُّ compactness، والمقاومةُ للاهتزازات، وقابليةُ صنع توصيلات بَيْنية كثيفة على كلا وجهي اللوحة.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4584
"surge protector", "[جهاز] حماية من اشتداد التيار","تجهيزةٌ تَمنعُ اشتدادَ التيار من الوصول إلى الحاسوب أو إلى أيّ نوعٍ من المعدّات الإلكترونية.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4585
"surge suppressor", "مانع اشتداد التيار","انظر: surge protector.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4586
"surge", "اشتداد [في التيار]","ارتفاعٌ مفاجئٌ في جهد الخطّ، قد يُسبِّب ضرراً.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4587
"Suspend command", "أمر 'تعليق'","سِمةُ تدبيرِ طاقةٍ في Windows 95 للحواسيب المحمولة. يَسمح اختيارُ أمرِ Suspend في قائمة 'ابدأ' بإيقاف عمليات الآلة مؤقتاً (دخول 'نمط التعليق') دون قطْع الطاقة، وهذا ما يسمح بادّخار طاقةِ البطارية دون الحاجة إلى إعادة تشغيل التطبيقات أو إعادة إيساق المعطيات.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4588
"suspend", "يعلّق (يوقف مؤقتاً)","يُوقِفُ مؤقتاً إجرائيةً ما.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4589
"sustained transfer rate", "معدل النقل المُستديم","مقياسٌ لسرعةِ نقْلِ المعطيات إلى تجهيزةِ خزْن، كالقرص أو الشريط. إن معدّلَ النقلِ المُستديم هو السرعةُ التي يمكِن الاحتفاظُ بها في التجهيزة مدةً طويلة من الزمن لِنقل المعطيات.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4590
"SVC", "دارة افتراضية مُبتدَلة","مختصر: switched virtual circuit. وصلةٌ منطقيةٌ بين عقدتين في شبكةِ ابتدالِ الرزم التي تُنشأ فقط عند الرغبة في إرسال المعطيات.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4591
"SVGA", "صفيفة بيانيات فيديوية مُمَيَّزة","مختصر: Super Video Graphics Array. مِقْيَسٌ للإشارةِ الفيديوية أعدّتْه رابطةُ المقايس الإلكترونية الفيديوية VESA في عام 1989، وذلك لتوفير شاشة إظهار ملونة عاليةِ المَيْزِ resolution تعمل مع الحواسيب المتوافقة مع IBM. ومع أن SVGA مِقيَسٌ، فإن هناك مشكلات تَوافقٍ يمكِن أن تَحدث مع الـ BIOS الخاص بالإشارة الفيديوية.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4592
"swap file", "ملف إبدال","ملفٌّ مخفيٌّ على مِسْوَق القرصِ الصُّلبِ hard drive يَستخدِمه Windows لحفظ أجزاءٍ من برامج وملفات معطيات لا تتسع الذاكرة لها. يقوم نظامُ التشغيل بنقْل المعطيات من ملفِّ الإبدال إلى الذاكرة حسَب الحاجة، وبنقْل المعطيات من الذاكرة إلى ملفِّ الإبدال لإخلاء مكانٍ لمعطياتٍ جديدة. يُعدّ ملفُّ الإبدال شكلاً من أشكال الذاكرة الافتراضية.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4593
"swap", "1 يُبدِل ؛ 2 يُبدِل","1- يَستبدلُ بنداً بآخر، كما في إبدال الأقراص المرنة إدخالاً وإخراجاً من مِسْوَق واحد. 2- يَنقلُ مقتطَعاتٍ من برامج (أو معطيات) بين الذاكرة وقرص التخزين.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4594
"swim", "انزياح","وضعٌ تُزاح فيه الصورُ ببطءٍ عن المواضع التي يُفترض أن تكون فيه على الشاشة.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4595
"switch", "1 مبدال ؛ 2 مبدال ؛ 3 بدّال(مِبْدَل) ؛ 4 فاصل تفريع","1- عنصرُ دارةٍ له حالتان: on وoff. 2- تجهيزةُ تحكّمٍ تسمح للمستخدِم باختيار حالة من حالتين ممكنتين أو أكثر. 3- في الاتصالات: حاسوبٌ أو تجهيزةٌ كهرميكانيكية تتحكّم في تسيير routing وتشغيل مسار إشارة. 4- في نظم التشغيل (مثل MS-DOS): محدِّدٌ argument يُستخدَمُ للتحكّم في تنفيذ أمرٍ أو تطبيق، يبداً عادة بمحرف (/).", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4596
"switched Ethernet", "[شبكة] Ethernet مُبتدَلة","شبكةُ Ethernet تمرُّ خلال بدّال عالي السرعة بدلاً من قبّ إثرنت Ethernet hub. تَستخدِمُ Ethernet المبتدَلة بين المحطات عرضَ حزمةٍ بسرعة 10 ميغابت/ثا بدلاً من وسيطة مشتركة.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4597
"switched line", "خط مبتدل","وصلةٌ هاتفيةٌ قياسيةٌ، وهي نوع خطٍّ يُهيأ عند تسيير الاتصال عبر محطة ابتدال.", https://scs.org.sy/scs/qamous/search?q=scs/qamous/showterm/4598
